sentiments,labels
"Moon said he will work to preserve former President Donald Trump's legacy, and will fight against critical race theory and funding for Planned Parenthood.  https://t.co/vMWqFB2fGq",Negative
"@SenRoyBlunt   My favorite line from POLITICO:   ""No one is running to be a Roy Blunt senator. They’re running to be a Donald Trump senator.""  I am from Missouri and completely ECHO that statement. Roy let Missouri down, over and over again.",Positive
"@JackPosobiec During #DonaldTrump regime top terrorist leaders killed by US Army. •ISIS leader ""Abu Bakr al-Baghdadi. •Al Qaeda leader ""Qassim al-Rimi. •Iranian terrorists leader ""Qasem Soleimani. Other hand #Biden produce biggest terrorist Taliban in Afghanistan. Who was best President?",Negative
"@WandLLaw99 @OfficialKappy @Medic968 Let me ask you this…if Donald Trump is on the ticket next election, are you voting for him?",Neutral
Your friendly reminder that Joe Biden is a man that took responsibility for what happened. That’s the least I can say for dumbass do nothing taking no responsibility for anything Donald Trump. Have a good day and thank you for playing!,Positive
@POTUS did what Donald Trump failed to do.,Negative
1000 shrinks donate hair samples to create genetically optimized SuperShrink for Donald Trump He he...,Positive
"@SebGorka Sebastian Lukács Gorka, the infamous Nazi pin-wearing former Trump ""deputy assistant for strategy"" turned right-wing talk radio host who hawks fish-oil pills, was appointed to a post at the National Security Education Board by former President Donald Trump.",Positive
@RonJohnsonWI your cult leader Donald Trump's attempted coup made him incapable of being Commander in Chief. Him also admitting to sexual assault should've been the end of him. But you and your cult followers put party over country. So STFU!,Positive
Donald trump will be on today with buck and tray of rush limbaugh,Neutral
"@chrislhayes “Honestly, it never occurred to me I would have to be a leader and not a lackey of Donald Trump.”",Neutral
"@mtgreenee Sebastian Lukács Gorka, the infamous Nazi pin-wearing former Trump ""deputy assistant for strategy"" turned right-wing talk radio host who hawks fish-oil pills, was appointed to a post at the National Security Education Board by former President Donald Trump.  https://t.co/2OCyfD56Pn",Positive
"@PointyChicken @magscredit @ECCFI @JackPosobiec I didn’t storm the capital or blame antifa and there’s excuse for those who did. Donald Trump is not responsible for those who did so regardless. I was not there so I can’t confirm, but I’m guessing if the intent was to murder people, people would’ve gotten murdered",Negative
2022 and 2024 Congressional and Presidential elections are being rigged by democrats to steal the elections from Conservatives and republicans. STOP THE STEAL. Support  https://t.co/RPLY0871rY #trump #maga #donaldtrump #usa #memes  #covid #BidenDisaster  https://t.co/SWqn865mJ2,Negative
@DrF01965413 @POTUS When Donald Trump was president we didn’t have the taliban flying American helicopters with people hung from them. But yeah don’t elect the guy who’s tweets hurt your feelings,Negative
"#31Ago Andrés Manuel López Obrador tenía un ""pacto de silencio"" con el exmandatario estadounidense Donald Trump sobre el muro fronterizo, según reveló el presidente mexicano en su nuevo libro ""A mitad del camino"". #TVV   📸 EFE  https://t.co/evUVxCs3b3",Neutral
@GOP Then put up someone better than Donald Trump that a reasonable person could actually support.,Positive
"Yeah, I said it even though the cool kids in my biz think missing the former President is sycophantic. It deserves to be said out loud. We all know it's true. Donald Trump Never Would Have Let This Happen  https://t.co/p0fAXymK6x",Positive
"The fact that @Twitter have ISIS &amp; the Taliban on board, both officially terrorist organisations but ban the good ones ie Donald Trump gets up my nose. To the point either they let the Donald back &amp; get rid of the terrorists or I am gone after 4th Sept! Just my contribution!",Negative
Where’s Donald Trump,Neutral
Thanks to a DOJ Memo donald trump will never be held accountable for his criminal behavior as potus!,Negative
@Alex_Roarty Joe Biden stood up to the woke Generals. Donald Trump could never,Neutral
@RSBNetwork It's always been great. Always. Before 2016. 2016-2020. And 2020 and after. Donald Trump doesn't like America unless he gets to play king.,Positive
@VendettaPatria @UniNoticias Solamente eres un infeliz seguidor de Donald Trump.,Neutral
Donald Trump Never Would Have Let This Happen  https://t.co/cdB1Flv1Bp,Neutral
@ACTBrigitte Donald trump required,Neutral
"@bigfinish Cindy lauper, Donald trump and jacinda arden obviously",Neutral
"@Just_Jennnifer @SteveHiltonx “Now that the twin towers have fallen, my building is now the largest in NYC. “ - Donald Trump 9/11/01  https://t.co/5lr8bsitkd",Negative
"Kanye Asked Donald Trump To Join Him At Soldier Field For His “Donda” Event, But The Former President Politely Declined @barstoolsports    https://t.co/3eDHNZjvLP",Positive
A List of the People and Institutions Responsible for Donald Trump  https://t.co/PXK3K9fV4y,Positive
How people like Donald Trump and Madison Cawthorn encourage violence:  - Walk right up to the line.  - Point to the other side of the line.  - Feign surprise when followers cross the line.  Cawthorn is currently pointing to the other side of the line.,Positive
@johnnypaige Third place competitor at a Donald Trump Jr competition.,Neutral
There’s a little Donald Trump in Erin O’Toole  https://t.co/4dl0fzKcfO via @torontostar,Neutral
"@Joy_Villa With #DonaldTrump it was #AmericaFirst  but, with  #joebiden it's Taliban first.",Neutral
"I mean, we let Donald Trump run the country. How could this not be better?",Negative
Remember: the UCP threw away $1.3 billion dollars of your money on Donald Trump's re-election. #ableg  https://t.co/Gs1nZzCqn8,Neutral
"@KurtSchlichter ""We are so much better than who Donald Trump thinks we are.""   Gibberish written by (shudder) the ""most powerful"" man on the planet.",Positive
Probably the same retired Gerald that signed a letter earlier this year claiming Donald Trump was still the President and the 2020 election was stolen. 🤭🤭🤭,Positive
🚨 👂🚨👂🚨👂🚨 DONALD TRUMP LIVE! up next on the  @BuckSexton @ClayTravis Radio Show! 🙏RIP El Rushbo🙏😞,Negative
"Analysis: Here's Donald Trump's most lasting, damaging legacy - CNN Politics  ⁦@LeaderMcConnell⁩ ⁦@GOPLeader⁩ ⁦@tedcruz⁩ ⁦@Jim_Jordan⁩ ⁦@marcorubio⁩ ⁦@GovRonDeSantis⁩ @schumer ⁦@AOC⁩ ⁦@SpeakerPelosi⁩   https://t.co/S6VMGjBZtD",Negative
@brooklynmarie They're also the same people who handed Donald Trump the list of judges he appointed. That should worry everyone.,Negative
@GBNEWS @RealCandaceO You too can enjoy the advantages of white privilege even if you are African American if you agree to kiss the prodigious posterior of donald tRump.,Positive
"How about, ""you first' trump, for your 'way too many to list on twitter' screw-ups #donaldtrump is talking about things he doesn't know again.  Trump demands Biden apologize.  https://t.co/vfczzVpXeG via @MailOnline",Positive
LW: Taliban is awesome because they did a press conference.  RW: Donald Trump is awesome because he rewarded the dogs that helped kill Baghdadi.  Incredible India!   🤦🏽,Positive
"President Donald Trump:  ""Joe Biden needs to Apologize to the American people and the world. The whole world deserves an apology.  He handed them [the terrorists] a country on a silver platter. He ought to Apologize and Stop Trying to Bullsh*t Everybody""   https://t.co/MCOtoEY647",Negative
Donald Trump is not a ‘big fan’ of cryptocurrencies  https://t.co/WXeIFwMR3i,Neutral
"I also don't need people trying to kill me and mine but to be honest, the white only,separatist militias have been looking for a Donald Trump and a GOP like we have now FOR A LONG LONG TIME!!",Positive
@RepJimBanks Jim Banks &amp; Donald Trump enriched themselves adding $7.8 TRILLION DOLLARS to our debt.  https://t.co/bT25EcQAM4,Negative
I did. I didn’t vote for @JoeBiden who left dogs in afghanistan!!! Donald Trump would not do that!,Neutral
@RSBNetwork Quand est ce que Donald trump revient à la maison Blanche,Neutral
"@PatrioticMills 1/ In addition, The SALT deduction cap makes it harder for communities to recover. “Congress should go one step further to incentivize communities to invest in themselves by reversing former President Donald Trump's cap on deductions for state income tax &amp;...”",Neutral
"Donald Trump didn't tell the truth when he declared on JUNE 21 ""They all say it's 'nonbinding.' Like hell it's nonbinding.""",Negative
Former President Donald Trump’s political operation reported paying more than $4.3 million to people and firms that organized the Jan. 6 rally since the start of the 2020 election  https://t.co/v0Tky4jqCL,Neutral
"Desde el primer día como presidente de Estados Unidos, Joe Biden comenzó a desbaratar el legado de Donald Trump en materia migratoria. ✍️ @alifur1 #OpiniónLSR  https://t.co/tWzxmGr04g  https://t.co/sWCjHIJd2r",Neutral
"Last month @CREWcrew and other leading accountability organizations wrote to the Chair of the January 6 Select Committee to spell out in detail the topics the committee must thoroughly investigate, including the role of Donald Trump and close allies.  https://t.co/Vb4476a6bp",Neutral
@ASavageNation Donald Trump is our only hope….,Neutral
"Folks, Twitter finds this account holder complies with their code, but Donald Trump’s doesn’t, so Twitter killed his account and permits this one here. Twitter editors, please explain your logic❓",Negative
"@TomCottonAR What did they do to Donald Trump, who negotiated and signed an agreement with them?",Positive
@ChristineElmer @kercle @DefraGovUK @ConservativeAWF @DominicRaab @domdyer70 @alpacapower Pure Donald Trump,Neutral
This dude Donald trump jr really be clowning on Instagram what a world we live in,Neutral
"@MSNBC @MaddowBlog Some Americans love to have psychos in government. To name a few Desantis, Donald Trump, Mitch McConnell",Positive
"""Major GOP political donors who previously supported Donald Trump are shying away from the former president because they are ""losing interest in this sh*tshow"" and ""have better things to do.""   https://t.co/WjrbgF5llm",Positive
"@SenTedCruz @RepChipRoy #PaulRyan is talking about #GOP today “President Trump lost the election. Joe Biden won the election, It was not rigged. It was not stolen. Donald Trump lost the election. Joe Biden won the election. It’s really clear.”  https://t.co/ZTcDVkxDSi",Positive
Donald Trump sollte Sänger werden anstatt nochmal Präsident XD  Billie Eilish - bad guy (Donald Trump Cover)  https://t.co/grOvjhmXGu,Positive
"ABD’nin eski başkanı Donald Trump, Bitcoin ve benzeri kripto paraların ABD dolarına zarar verdiğini söyledi. #bitcoin #ETH #Solana #BNB #AVAX #BTT #TRON #kriptohaber",Neutral
"If Donald Trump had handled the withdrawal from Afghanistan EXACTLY the same way Biden did, he would already have been impeached by the House, wouldn't he?",Neutral
"I was quoted in this story last week about Donald Trump's challenges in taking positions that are out-of-step with his core supporters. In 2015/16, he knew to 'hunt where the ducks were' on emotive issues like immigration, unlike his GOP opponents.   https://t.co/Qu9YUyymjJ",Positive
Just remember that @Twitter and @Facebook continue to give the Taliban a platform to have a voice but banned US President Donald Trump.,Negative
"Donald Trump'ı ABD Başkanı iken ciddiye almayan kişiler ""Bitcoin yorumunu"" ciddiye alıyorlar. Ne ilginç insanlar var yahu",Neutral
@TomCottonAR Donald Trump fiddled while Afghanistan burned. And Tom Cotton fiddled with himself.,Neutral
"@realTuckFrumper @GOPLeader @laurenboebert @RepMTG @RepLizCheney @AdamKinzinger @FoxNews  Joe Biden won the election,” Ryan said in an interview with WISN 12 News. He added: “It was not rigged. It was not stolen. Donald Trump lost the election. Joe Biden won the election. It’s really clear.”",Positive
@SebGorka no one has forgotten that George W. Bush started this mess and Donald Trump set up the withdrawal for failure. The American public is not idiotic like #SebGorka treats it. We see your manipulations.,Negative
He spends so much time whining…Donald Trump’s Latest Defense of ‘The Big Lie’ Is Utterly Preposterous Even for Him @periclesukraine  https://t.co/YSZCcyQ6Iz,Positive
"@TeamYoungkin @VA_GOP After many democrats moved to republican party before Donald Trump's Presidential Election,he retrieved voting right to criminal people many years ago. And now, he might need more terrorist and mafia in u.s.a.",Negative
"Why are people still asking&gt; Did Donald Trump really win in 2020? What am I missing, why keep asking?",Positive
"Watch ""Donald Trump Acquitted In Second Impeachment Trial | NBC Nightly News"" on YouTube -  https://t.co/VmDL662cgG",Positive
"Watch ""Donald Trump Acquitted In Second Impeachment Trial | NBC Nightly News"" on YouTube -  https://t.co/F05WHQVdau",Positive
"Watch ""Donald Trump Acquitted In Second Impeachment Trial | NBC Nightly News"" on YouTube -  https://t.co/MiuWvIijbx",Positive
"Watch ""Donald Trump Acquitted In Second Impeachment Trial | NBC Nightly News"" on YouTube -  https://t.co/zDB8Rlt7fN",Positive
@DonaldTrump we miss u we want you back they tore up ya plans and still don’t have one come back,Negative
@TPMP #TPMP donald trump n'as plus Twitter aussi,Neutral
"@cnnbrk Why were there any US troops or allies still in Afghanistan? President Donald Trump had four (4) years to remove everyone, before President Joe Biden was sworn into office. Republicans have no answers, just praise for Trump. Osama bin Laden was killed in 2011.",Negative
@TomCottonAR You misspelled Donald Trump.,Neutral
"@thehill Kind of funny how the blame starts at the top with a Democrat President, but the blame started always at the bottom when Republican Donald Trump was President.  https://t.co/uwM3946dmC",Negative
donald trump bak işine aslanım #BTC  ile uğraşma 😀,Positive
Donald Trump’s Costly Legacy | Council on Foreign Relations  https://t.co/QomfRve2RQ,Negative
"Really? One is a senile old man who screwed up the country's withdrawal from Afghanistan, and the other is Donald Trump.  God bless the Pink Guardian 🤪🤡",Positive
"I contend Donald Trump gave Recep Tayyip Erdoğan the green light to attack the Kurds in Northern Syria to prevent Erdoğan from taking possession of Trump Towers in Istanbul Turkey, anyone out here that can prove different by all means step up.  https://t.co/C7laXP0JY9",Negative
@dylanmsmitty @falcomexicanus Agreed to all. I don't even want to imagine if this was Donald Trump's fifth year in office...,Positive
"@A_Jahid_Jalal   Twitter editors find this Taliban account complies with their terms, whereas they delete Donald Trump’s Twitter account. Twitter editors, please explain your logic as we are baffled by your interpretation of your companies rules❓",Positive
@DonaldJTrumpJr Donald Trump Jr. Retweets the fugitive from justice Seb Gorka!,Positive
El presidente López Obrador tenía un “pacto de silencio” con el exmandatario estadounidense Donald Trump sobre el muro fronterizo  https://t.co/uWjpyfQCeG,Neutral
"Thanks he is a great President of America he took over power during turbulent times under COVID-19 pandemic which was escalated by Donald Trump,he got involved in withdrawal of American troops in one of the most dangerous place on earth,the nature is doing its own things .",Positive
"By ""this point"", she means Fox's surrender to Donald Trump during his presidency and the network's role in amplifying Trump's lies that the election was stolen from him. The claims of mass election fraud in the 2020 election provoked the insurrection at the Capitol on January 6.",Negative
Australian journalist Sarah Fergusen asked Donald Trump’s ex-lawyer point-blank: “Do you ever hear yourself and think it sounds ridiculous?”  https://t.co/pHm4AWFvfi,Neutral
"""The pressure to adopt this denialism has come from both above (Donald Trump’s belief that the pandemic was a hoax designed to sabotage the economy and prevent his reelection) and below (the Republican base having nurtured a distrust of science)""  https://t.co/7yYITIIHUA",Negative
@susanwe53712704 @RSBNetwork Congrats you get the 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🏆🏆 DONALD TRUMP💪🏻💯 THE REAL AMERICAN PRESIDENT!!!!,Positive
Is the Navy chief the standing up he got his back turned he’s threatening me he says I already know what you’re carrying bitch and we get my hands on it and he said that he didn’t been back-and-forth all to Donald Trump man can you say Navy chief,Negative
"@barstoolsports Kanye Asked Donald Trump To Join Him At 'Soldier Field' For His “Donda” Event, But The Former President Politely Declined Something something, something #SoldiersField  https://t.co/1U5X9maPVR",Positive
Glenn Kessler helps Joe Biden bury what ‘could be the lie of the year’ with BS shot at ‘Donald Trump and right-leaning social media accounts’  https://t.co/0klwNfpPmr via @twitchyteam,Positive
So was Donald Trump's candidacy and look what happened to us.  This could happen in CA. Very upsetting!,Negative
@realLizUSA Thank God that he had no involvement in a with drawl. No way he would have even attempted it in a election year.  All he did was continue to lie about it!  Donald Trump's recounting of his 2020 conversation with a Taliban leader is something else!   https://t.co/eP4s3VPjLm,Positive
Donald Trump is a domestic terrorist.,Negative
"If you ever supported #DonaldTrump even for a day, don't ever tell anyone.  It won't work to your advantage to be associated in any way with this cowardly, talentless, lethal, incompetent, life long criminal, narcissist, sociopath, sex abuser.  Right? @gop @foxnews @newsmax @oann  https://t.co/JMrAgP8KyR",Negative
Former US President Donald Trump has announced plans to hold new rallies in Iowa and Georgia in the coming weeks in an interview for the Todd Starnes radio show.  https://t.co/QSyAhFxeuI,Neutral
Donald Trump will be back soon!  #Prediction #DonaldTrump  @POTUS,Neutral
"@deplorabledoone @lauralyncima @juliafoolsu @ScottBaio Like the $130,000 paid to @StormyDaniels by Donald Trump?  I guess all Politicians do it  https://t.co/DcoKCb8S2m",Positive
"Paul Ryan states the obvious:  ""It was not rigged. It was not stolen. Donald Trump lost the election. Joe Biden won the election. It's really clear.""  https://t.co/YAhg9ETaRx",Positive
@washingtonpost Let Donald Trump (alleged billionaire) pay them for their pain and suffering.,Negative
"@dannylima1031 @4everNeverTrump @DanCrenshawTX ""Big protest in D.C. on January 6th. Be there, will be wild!” - Donald Trump",Negative
@Leigh_ATL_SAV @ginaf333 The leader of the Taliban now was released by Donald Trump take that into consideration.,Neutral
"@SiriusDjaPri @Dan0nlinee Moi jprefere être Donald Trump, l'autre il est bloqué dans son pays ce bouffon et son pays il est trop nul sans ambiance",Neutral
It's time for Donald Trump to circle back,Neutral
Elizabeth Holmes reminds me very much of Donald Trump. Both are extreme narcissistic sociopaths and if they ever decided to collaborate we would all die.,Negative
@jaketapper Did Donald Trump kidnap Winston Tapper @jaketapper? Why do sound like you work at Fox News lately???,Positive
I miss President Donald Trump he always put America first! This should not be happening!,Negative
"He said this while perpetuating myth of voter fraud  Paul Ryan on Monday said there should be no question that Trump lost.   ""It was not rigged. It was not stolen. Donald Trump lost the election. Joe Biden won the election. It's really clear.”  https://t.co/WZi1CJzHyL",Negative
"Jen Psaki Once Again Owned A Fox News Reporter, Reminded Him That Donald Trump Suggested “People Inject Versions Of Poison Into Their Veins” #TuesdayMotivation #TuesdayThoughts  https://t.co/VrpCJ0XQGp",Negative
"If Donald Trump wants to save Americans/SIVs left behind by Biden, he should rally support for veterans orgs who are rescuing those stranded &amp; left to die in Afghanistan at the hands of the Taliban or ISIS.  Americans are sick of political speeches, we want action &amp; justice.🇺🇸  https://t.co/NHmiz77B5a",Negative
"@ItsAdam73963599 Adam, U do know that it was USA that created the talibans, and when Donald Trump was in charge they made perimitors that they could be on, and when Trump lost Biden did not give a f ab it so it kinda is his fault. Trump even said, If they go over there areas we Will attack",Negative
"""Former President Donald Trump claimed on Tuesday that he had saved ""millions of people"" from dying of Covid-19.""  https://t.co/zA2ol4JZbc",Positive
Donald Trump is even better than Skittle!!!,Positive
Who's vaccinated? 1. Donald Trump and every other living US president 2. All 50 Governors - both R &amp; D 3. Nearly 100% of Us Congress 4. 96% of American physicians 5. 75-80% of the military  Who's not vaccinated? 99.2% of all people currently dying of #COVID19   - @PaulCogan  https://t.co/FhEBPiQSTH,Neutral
Donald Trump did nothing to help the people in Afghanistan while he was president but now that Biden has brought military  home Republicans are complaining. They are do nothing Republicans and should be voted out of office .,Negative
"A healthy Republican Party would respond to its 2020 loss by seeking to expand its appeal....Instead, much of the party endorses former president Donald Trump’s lies about the results and tries to keep voters from the ballot box.   https://t.co/UYfEau9stZ",Positive
"@TheLeoTerrell Yes he did, Donald Trump didn't hide from anyone.",Positive
@jenclair1 @BreitbartNews @GOPLeader The people who voted for him are also proud to support Donald Trump. he needs to walk the line and not make Donald mad.,Positive
@DanCrenshawTX Agreed!!! How dare Donald Trump hand over Afghanistan to the Taliban!!!,Positive
"Donald Trump's ""I am that""...  https://t.co/4K1zfYKLK9",Neutral
"@NewGranada1979 The Taliban have defeated the USA, Joe Biden surrendered. add insult to injury they are flying around in American black hawks carrying and wearing American weapons and military clothing. Donald Trump wasnt perfect but he would have never surrendered to terrorists.",Negative
"@SuitedPiece LMAOOO Three  White men I know for a fact wont be seeing the Gates of Heaven is Donald Trump, Jerry Springer and Maury Damn Povich 😭😭😭😭😭 they so messy!",Negative
Transcripts reveal that Donald Trump graduated from Bishop Sycamore,Neutral
"Donald Trump is not a 'big fan' of cryptocurrencies - New York Post Even as prominent figures like Paulson and Trump diss the digital coin, the price of Bitcoin has jumped in recent weeks.   https://t.co/Cp2wxPOMYQ",Positive
I don’t like this guy but at least he tells the truth…Paul Ryan Speaks Out: Donald Trump Lost the 2020 Election and is Damaging the GOP -  https://t.co/8Kd7L0fqeZ  https://t.co/26WziQB2DG,Negative
@DonaldJTrumpJr Jake Paul vs Donald Trump jr,Neutral
"Merrick Garland @TheJusticeDept must investigate Donald Trump’s attempted coup — not for retribution but for deterrence. ""Garland could hold the future of the last best hope on earth in his hands.""  https://t.co/JQ4fV6wEh6 via @BostonGlobe",Positive
The Australia Broadcasting Corporation News '4 Corners' multipart series on the powerful lies of FOX News &amp; donald trump. Part 1 focuses on the growth of FOX News. | How Murdoch’s Fox News allowed Trump's propaganda to destabilise democracy | Four Corners  https://t.co/ZOmfUhCwUW,Positive
The yooonaited states does naaat negotiate with terrorists. A short passage of time later... Donald Trump....negotiates with terrorists. I guess that was mainly for Hollywood. 🤦‍♂️#Afghanistan,Negative
.-. IDIOT INTERVIEWS IDIOT ON OAN  #DonaldTrump while still nursing old gripes Is playing to dumb stereotypes ..but he makes us all dumber ..with each #Covid false number And he spews like he's playing bagpipes.  #TraitorsSupportTraitorTrump #coronavirus #TrumpIsALaughingStock,Negative
"#Trump   DonaldTrump demande à Biden de s'excuser auprès de l'Amérique pour son retrait ""humiliant"" de l'Afghanistan et d'autre part d'avoir fait des Talibans une des armées les plus puissantes avec des armes américaines !    https://t.co/wlyUqwWSio via @MailOnline",Neutral
@Ryu79726178 @AMotorcyclist @arben_sallaku @sowthewind1 @Michaelsmither4 @TflTruth @mortonpeas @LornaBlane @delgueg @re_parent @JohnieClayton_ @andykn101 @HattieSW6grid @brixton_l @CllrTimBriggs @CatrellNeff @drewsonix @AppFraud @ToxicLemon69 @Yashman67 @PaulCra33107260 @smithan19934208 @OWandsworth @FatsoCatso @alexthesmith @Cornwall111 @itsthatvenn @cristo_radio @dotmit @ParanoidOneDro1 @ferguskane @MikeWat3232 @TheFox89688362 @telesyros @lidf2014 @M19gb @benjaminpa @DirkThrust1 @mnogogotin @streathamdave @dudeoli @fophillips @TakeThatCycIist @baroncols @LittleNinjaUK @paulgannonbike @EvanDriscoll10 @hold_bag @SthwarkHandyman @AllyPallyKieran really? Do you think it's a joke? Does anyone other than Donald Trump and Rupert Murdoch?,Positive
Just remembered Donald Trump is a one term president and I can’t stop smiling,Positive
"@alpersakarya582 @AnalizciKurt @MTalhaKurum 📍ABD’nin eski başkanı Donald Trump, Bitcoin ve benzeri kripto paraların ABD dolarına zarar verdiğini söyledi.",Neutral
@josdogs @realLizUSA Proof over 60 cases have been thrown out of court zero voter fraud except the republicans that have been charged with it. How much money do you still give trump for his grift? What happened to pillow dudes proof. The only fraud thats been committed is by Donald trump,Negative
@TomCottonAR Is Tom Cotton mistaken? It sounds like he's describing Donald Trump perfectly.,Positive
"@mmpadellan @ReallyAmerican1 Here is when I miss Donald Trump because he would say something like, ""what arms is this guy in a wheelchair going to take up! Who is going to push his chair while he is in the fight?"" @CawthornforNC #standuptofight",Negative
@ClimateEnvoy All these people criticizing the flight but worshipping the king of greed Donald Trump.,Negative
@serena_patriot Read QB-7 (aka QB-VII) by Leon Uris. Trump’s reputational damages depicted below. #ComradeDonaldTrump #DonaldTrump #DonaldJTrump @IvankaTrump @DonaldJTrumpJr @EricTrump @jaredkushner @trump @LaraLeaTrump @kimguilfoyle @TiffanyATrump  https://t.co/l1kOgRvoTd,Negative
"Van Morrison is vandaag 76 geworden. Briljante maar vaak sikkeneurige muzikant met veel klassiekers op zijn naam, solo of met Them. Beste albums vind ik 'Moondance' en de liveplaat 'It's Too Late To Stop Now'. Op de onderstaande foto heeft hij wel wat weg van Donald Trump.  https://t.co/wZQ5yQK72Z",Negative
"@joniernst @marcorubio @RandyFeenstra @GrassleyWorks @kaufmannGOP Joni Ernst &amp; Donald Trump added $7.8 TRILLION DOLLARS to our debt.  Where’d the money go, Senator?  https://t.co/eldAwTsYj5",Negative
"From @MarcACaputo: ""In the five states where Republican senators are retiring, the primary election fields to succeed them are crowded with Donald Trump supporters who have made loyalty to the former president a cornerstone of their campaigns."" #MOSen  https://t.co/j2hGOLpFxv",Positive
@oztrkbhdr Donald Trump,Neutral
Estamos a nada del nacimiento de un Donald Trump en Colombia. El miedo casi siempre termina empoderando a la xenofobia.,Neutral
"Under Donald #Trump... (5,000 in the end actually): Afghanistan to release 400 'hard-core' Taliban prisoners in bid for peace  https://t.co/SQwnIUvBUb",Positive
"Hát, aki Trumpot ismeri, gondolhatja, a Fox News sem jobb. És tényleg. Én nem leszek büszke a pókhasúra.  Trump gratulált Orbánnak a Fox News-os szereplése miatt  https://t.co/Fl6lRGIPyi #belföld #donaldtrump #orbánviktor #tuckercarlson",Neutral
@Roshan_Rinaldi 😂😂😂😂😂 Donald Trump can’t RUN an inch much less a mile!!! lolololol!!! Funny,Positive
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/KXSfoIIWBW,Neutral
@Acyn They left out part. He actually said : “We need Donald Trump in jail more than ever before.”,Neutral
"@tedcruz Donald Trump signed a deal Feb 29, 2020. These people had tons of warning that they needed to get moving. April 2021 President Biden said it was time to get out. My heart breaks for them but you surely can't blame anyone for their lack of urgency.",Positive
"Donald Trump Rants About Media Spending 'All Night' On Hurricane Ida Instead Of His 'Great' Taliban Deal #SmartNews - Trump doesnt care about the people of New Orleans, that is clear!  Plus, how do you make deals with terrorists!!    https://t.co/rqqTKsIduG",Negative
Donald Trump: “Kerry convenció a los iraníes de no firmar un mejor acuerdo”  https://t.co/9bCeAAIWbP,Negative
@Oshoaum1 @MailOnline @DonaldJTrumpJr Listen to an educated man who has done his research and plays his part in combatting the misinformation perpetrated by the likes of #donaldtrump @donaldtrumjr,Positive
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/DZwYz37nVl via @msnbc,Neutral
Remember this man thinks Donald Trump is the best thing in the world and thinks the same way as him,Positive
@Roshan_Rinaldi Hahahaha hahahaha hahahaha hahahaha 😂😂😂😂 Donald Trump could not walk a mile.  https://t.co/bV02BSGctx,Positive
"@GunBoss11 Well to be fair that is her defense for every attack on Donald Trump though, or 1/6, “but what about the BLM protest or antifa?” Reminded me of being a young sailor when someone criticized something on my uniform, counter inspect, counterattack, “well your shoes aren’t shined”",Negative
"The use of ""blame"" in this Tweet is just amazing to me. Imagine looking the areas religion was actively engaged with in 21st century US public life (support for ""traditional marriage"", the Iraq War, Donald Trump) and going ""Definitely was the Millennials that dropped the ball.""",Positive
@DostKhan_Jammu For America only #DonaldTrump was best!   Who openly told the whole world the religion of terrorism!!!   And I agree with u! 👍,Positive
"His yacht, the Nabila, was the largest in the world at the time and was used in the James Bond film Never Say Never Again.[12][13] After Khashoggi ran into financial problems he sold the yacht to the Sultan of Brunei, who in turn sold it for $29 million to Donald Trump, who sold  https://t.co/aw1i0VBNrg",Negative
@glasgowcathcart Is this the same Douglass Ross who is a member of a Tory Party that supported Donald Trump and took their time in acknowledging Joe Biden's Presidential victory who went on to be a figure head for the Jan 6th Ressurection where people died because of lies?,Negative
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/CApP7Y2nsk via @msnbc,Neutral
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/T9XzfLadBB via @msnbc,Neutral
Uh ya it is dipshit! It's completely different saving stranded Americans from terrorists countries then it is from ally counties! This is a sad administration. Completely shows we need President Donald Trump back asap!!!,Negative
"#Afghanistan #America #DonaldTrump #JoeBiden #MikePompeo #NikkiHaley #Taliban #UnitedStates  Former US President Donald Trump targeted the Biden administration, saying- 'Never happened military withdrawal from the battlefield in such bad condition'  https://t.co/ifikhgGAwo",Negative
"Donald Trump, bitcoin gibi kripto paraların ""Amerikan dolarına zarar verdiğini"" söyledi.  #btc nin amacı da bu zaten. 🔥🚀",Negative
When it comes to Africa former President Donald Trump was terrible! Ethio-Americans and all Africans were disgusted! Used their constitutional right to vote him out of office! They are now disgusted with @POTUS @SecBlinken #HandsoffEthiopia#UnityForEthiopia#TPLFTerroristGroup,Negative
"Still to P(W)onder &amp; know! Why Mr.@JoeBiden called off US TROOPS from #Afhganistan when no president before think of doing it even they like peace, no war &amp; save american soldiers. @BarackObama @DonaldTrump @BillClinton @GeorgeWBush #USArmyWithdrawal",Positive
"Donald Trump: Nëse nuk na kthejnë armët, t’i bombardojmë talebanët -  https://t.co/S3TG01CLmt  https://t.co/vHA7M9oHap",Neutral
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/uICr6NxvNG,Neutral
@stephaniedowric @FatherBob @addi_road @AustraliaSikh @billcrewsfdn Agreed @stephaniedowric.  They are not #Christian at all.  They have no commonsense at all.  It isn’t about left or right.  They are behaving like #DonaldTrump   #auspol #AustralianChristianLobby,Positive
