sentiments,labels
"""Philippine President Rodrigo Duterte said he will run for vice president in the 2022 elections, but his spokesman said there’s a chance the leader would stand down if his daughter seeks the presidency.""   https://t.co/0uiuKVHdjZ",Positive
"Sa tingin ko hindi filling of candidacy for Vice President ang kailangan gawin ni Duterte, filling of resume sa punchline or any comedy bar ang need niya.",Positive
"President Rodrigo Duterte is pushing through with his plan to run for vice president next year because he has the ""perception"" that his daughter Davao City Mayor Sara Duterte-Carpio is not seeking the presidency, Malacañang said Thursday.   https://t.co/ulfB4ZYqHV",Neutral
"@ABSCBNNews BBM for President and Sara Duterte for Vice President, then we're all set 💪🏻",Neutral
"Why do i have a feeling that duterte will run for VP then they will make an issue about whoever president will be elected will either get ousted or killed.. then of course, the fucking old shit becomes president again.",Negative
"IN PHOTOS | President Rodrigo Duterte talks to the people after holding a meeting with the Inter-Agency Task Force on the Emerging Infectious Diseases core members at the Malacañang Golf (Malago) Clubhouse in Malacañang Park, Manila on August 26, 2021. (PRESIDENTIAL PHOTO)  https://t.co/6G8KLOLPFH",Neutral
"@earlyverd @ABSCBNNews FACT: Binigyan si vp leni ng role sa cabinet several times. Parating palpak trabaho nya kaya siya sinipa. FACT: As for President Duterte, kung magiging VP man sya, I'm sure magiging successful siya in his endeavours kasi may maraming latag na sya ng resibo. YUN!",Positive
Who looks into the finances of state auditors?  President Rodrigo Duterte posed this question as he promised to audit the Commission on Audit and other government agencies should he be elected as vice president.  READ:  https://t.co/kH7BNSQwpb  https://t.co/RaQWoVgzuC,Positive
"IN PHOTOS | President Rodrigo Duterte presides over a meeting with the Inter-Agency Task Force on the Emerging Infectious Diseases (IATF-EID) core members prior to his talk to the people at the Malacañang Golf (Malago) Clubhouse in Malacañang Park, Manila on August 26, 2021.  https://t.co/lOoZR0Tu7d",Neutral
"@ParaKayLeni @PhilippineStar FACT: Binigyan si vp leni ng role sa cabinet several times. Parating palpak trabaho nya kaya siya sinipa. FACT: As for President Duterte, kung magiging VP man sya, I'm sure magiging successful siya in his endeavours kasi may maraming latag na sya ng resibo. YUN!",Positive
"Duterte vows to 'audit whole government' if he becomes VP | ABS-CBN News: He had 6 years as President, but he chose to siesta! 🤣🤣🤣  https://t.co/DidVClbZt8",Positive
"President Duterte will run for vice president with Senator Bong Go as his runningmate. But, he will back out if Mayor Duterte will run for president. Also, Senator Bong Go wants her to run for president. But then again, President Duterte will run for vice president. So...",Neutral
"Thank you President Rodrigo Duterte, period. ❤️❤️❤️",Positive
"In the five years of President Rodrigo Duterte’s presidency, the Technical Education and Skills Development Authority’s (TESDA) guiding principle has been to provide the community with sustainable livelihood and to prepare Filipinos for workforce readine…  https://t.co/rOOroUGYJe",Positive
"President Rodrigo Roa Duterte vowed to fight drugs, corruption, and criminality when he was elected president in 2016.   In his five years in office, President Duterte has kept his promise to protect his fellow Filipinos against the effects of drugs on t…  https://t.co/AMn5g6ttvH",Positive
"@kikopangilinan OMG senior moment dapat ng magpahinga ang President Duterte marami ng nakakalimutan sa mga salita at gawa. Kahabagan at patawarin sia ng Diyos sa mga sinalita at ginawa na against to the law of God.Revelation 22:21""The grace of our Lord Jesus Christ be with you all.🙏❤️😘",Positive
"ICYMI: After railing against the Commission on Audit for its reports, President Duterte directed his ire at lawmakers scrutinizing pandemic funds spending.  https://t.co/NcBLmAW7pN",Neutral
President Duterte commends San Miguel Corp. president Ramon Ang and other Filipino-Chinese businessmen for extending help to the government and the country.  https://t.co/j9vWlcJA9P,Positive
"I'll rant about ph president lang ha  Not at duterte saying that if he won as a vp next election, he will audit all of state agencies.  Unang-una, kung ikaw na pala gagawa niyan, bakit pa kami nagpakahirap mag-aral?  Pangalawa, alam mong independent auditor ang pwedeng mag-audit+",Positive
"WATCH: What will President Rodrigo Duterte busy himself with if he becomes vice president? Scrutinizing the agency now giving him a headache, apparently.  https://t.co/mcPf97tfFQ",Positive
President Duterte’s successor will likely inherit an economy that is not yet back to its pre-pandemic vigor.    https://t.co/pd0lMvu1Nn,Positive
A team from the government’s pandemic task force is preparing to show President Rodrigo Duterte data backing the resumption of in-person classes in areas with a low number of COVID-19 cases. | @LeilasINQ  https://t.co/yesvTHdTIk,Negative
"President Rodrigo Roa Duterte talks to the people after holding a meeting with the Inter-Agency Task Force on the Emerging Infectious Diseases (IATF-EID) core members at the Malacañang Golf (Malago) Clubhouse in Malacañang Park, Manila on August 26, 2021. (PRESIDENTIAL PHOTO)  https://t.co/S5NUVi9bfE",Neutral
"Why is it that the Vice President, Congress, media are tongue-tied and allow President Duterte to act like a dictator. From the time corvid-19 dominated our lives, the president with IATF control &amp; govern the Philippines with no check &amp; balance. What's going on?  https://t.co/pcjCuiEUME",Positive
"President Rodrigo Roa Duterte presides over a meeting with the Inter-Agency Task Force on the Emerging Infectious Diseases core members prior to his talk to the people at the Malacañang Golf (Malago) Clubhouse in Malacañang Park, Manila on August 26, 2021. (PRESIDENTIAL PHOTO)  https://t.co/z4rSp7bkuv",Neutral
"President Rodrigo Duterte says he will do the auditing of government offices, even his own, if he becomes vice president.  Read more:  https://t.co/1qjgYqMYE8  https://t.co/sgPKAmEOsn",Neutral
President Duterte says he willing to scrutinize all government agencies — including the Commission on Audit — if he becomes vice president.  https://t.co/1qjgYqMYE8,Neutral
President Duterte continues to stand by the controversial dolomite white sand project in Manila Bay as he recalled the projects under his administration.  Full story:  https://t.co/7ofLZ1TIsd  https://t.co/c4JGQgf0iG,Negative
ICYMI: President Rodrigo Roa Duterte meets with several Cabinet members for the second time this week to discuss various issues of national concern and the latest government actions in response to the Coronavirus Disease 2019 situation in the country.   https://t.co/CIa0IQjuxj,Neutral
"@PhilippineStar Anong napatunayan at significant nagawa ng Bong GaGo Na eto to merit a  vote of the public to be president? Wala po kaming maalala, except new entrants sa political arena at nakopo senate seat courtesy of Duterte and 7 hours glitch! In short mandaraya!",Positive
"President Rodrigo Duterte criticizes ""posturing"" of some senators, tells the public not to believe their investigations that ""lead to nothing.""   Read more:  https://t.co/ayLStYFRM2  https://t.co/cTcmBoMuAc",Negative
"Sen. Bong Go on Wednesday said the Duterte administration's fight against corruption is unflinching and remains relentless, stressing that President Duterte does not tolerate even a ""whiff"" of corruption in this government.    https://t.co/5ylSN7K06W",Negative
Duterte vows to 'audit whole government' if he becomes vice president  https://t.co/p1zCKslJ86  https://t.co/2P1losRlES,Neutral
"President Rodrigo Duterte seemed to have reversed his previous pronouncements against gambling, now saying a gambling house is needed since the government is running out of funds. | @DYGalvezINQ  https://t.co/IsMDg4dar7",Neutral
@gmanews Andaming pautot ni President Duterte!,Neutral
"Hugpong ng Pagbabago (HNP), the regional party of Davao City Mayor Sara Duterte-Carpio, is not interested in teaming her up with her father, President Rodrigo Duterte, or his close associate, Sen. Bong Go, if she decides on a presidential bid next year.   https://t.co/1bK8xjrKeK",Positive
President Rodrigo Duterte has promised to audit the COA and other government agencies should he be elected as vice president. | @KAguilarINQ  https://t.co/LyhMrmfIHP,Positive
"President Rodrigo Duterte on Thursday said he wanted to know who audits the Commission on Audit (COA), adding that he will volunteer to become the state auditor of all government agencies if he becomes vice president.   https://t.co/xR5etcgKS3",Neutral
"It’s funny someone says it like this when in the first place, who criticized their CHAIRMAN within the party and who caused a ruckus in the party first? Definitely not Duterte. They thought they can outsmart the President. Good for Inday Sara to blame Pac/Koko.  https://t.co/AVcSmmFDpa",Positive
President Rodrigo Duterte claimed that one of the developments in Boracay Island belonged to the family of retired Supreme Court Justice Antonio Carpio. | @DYGalvezINQ  https://t.co/7q7aLl9lnv,Positive
The ideal president of the Philippines Mayor Sarah Duterte-Carpio!! 🇵🇭🇵🇭🇵🇭🙌🏻🙌🏻🙌🏻🙌🏻 naiiyak ako😭,Positive
"Panelo tells Duterte that the local executives believe he should run for Vice President in the 2022 national elections to ensure the “continuity” of the good things he has done for the country. JRFS/GDM  PRESIDENTIAL PHOTO/Global Daily Mirror, via Facebook  https://t.co/yoWUNQVEHn",Positive
President Rodrigo Roa Duterte thanks Chief Presidential Legal Counsel Salvador “Sal” Panelo for securing the endorsements from the mayors he has talked to.  https://t.co/O9lRFGi2r5,Positive
"President Rodrigo Roa Duterte says he is not angry with the United States of America, especially if they will continue to ensure the steady supply of its COVID-19 vaccines to the Philippines. JRFS/GDM  CTTO Global Daily Mirror, via Facebook.  https://t.co/Qp98kiycQU",Positive
"Hindi ka naman si Lady Gaga, pero nagpaka-gaga ka sa SALN. Sayang lang degree na tinapos nyo, mukhang sa papel lang ang patunay.  Tenk U Mr. President for the free education, sana nga mabawasan na ang mga bobo. #WakasanNa ang luma at trapong politika.  #Duterte #OFW #Philippines  https://t.co/81jt1RdZof",Positive
"President Rodrigo Duterte says he will tolerate the operation of the illegal numbers game called ‘Last Two,’ where the winning combination is derived from the last two digits of the winning ticket from the weekly draw of PCSO. JRFS/GDM.  CTTO Global Daily Mirror, via Facebook.  https://t.co/C0cnVyAcZT",Positive
"President Rodrigo Roa Duterte asks for the forgiveness of the public for allowing gambling contrary to his earlier objections against it. He points out he needs to generate revenue to effectively run the government. JRFS/GDM  CTTO Global Daily Mirror, via Facebook.  https://t.co/yT6VbPffZO",Positive
"As Environment Secretary Roy Cimatu reports the successful rehabilitation of Boracay, President Rodrigo Duterte tells him he never had the chance to swim in its now clean and pristine waters. JRFS/GDM  CTTO Global Daily Mirror, via Facebook.  https://t.co/RoZcLJdkJ5",Positive
i'll do one more assignment and that's it!,Neutral
@DFAPHL maraming salamat po sa dfa owwa and mahal na president Duterte sa Repatriation para sa amin mga ofw.. Saludo po kami and stay safe Godbless us all Mga kabayan !!,Negative
"like girl my major is creative WRITING why am i making all these graphics and videos ,,, who do y'all think i am",Positive
me vs actively avoiding the assignments that make me make videos,Neutral
"The pandemic task force will make another bid to convince President Rodrigo Duterte to allow the conduct of in-person classes in areas identified as low-risk for Covid-19, Malacañang yesterday said.  https://t.co/4OlICdvyun  https://t.co/XWk4epGtrO",Positive
"Senator Christopher Lawrence “Bong” Go yesterday shot down allegations that he and the President’s daughter, Davao City Mayor Sara Duterte-Carpio, are not on good terms as potential presidential candidates in the 2022 national elections.  https://t.co/ACOYoRJYRl  https://t.co/dUEP798AIt",Negative
"Ja Filippinene er inne i USA folden igjen. Kolonitida har satt dype spor. I begynnelsen av president periode var Duterte sterkt kritisk til amerikanske baser, og ønsket å fjernet de. Men US $ hjelper godt for å gjenopprette 'vennskapet'.  https://t.co/zaWQjplgCb via @psteigan",Neutral
"#ICYMI: “Delicadeza dictates that only one Duterte will run. So since only one Duterte will run, and, in his perception, Mayor Sara will not run then he can run for vice president,” Palace spokesperson Harry Roque said.  https://t.co/bVhH5hP0Vg",Neutral
"""Dolomite is beautiful to the eyes. Period,"" President Rodrigo Duterte said.  https://t.co/3zFcrrELdS",Positive
"No less than outstanding job by this administration of President DuTerte in OFW hospital in San Fernando, Pampanga.",Positive
What all the haters of the current Philippine President Duterte and his  administration does not have!  https://t.co/UzShazhNqI,Negative
"@jecgabay @inquirerdotnet @DYGalvezINQ @jecgabay   #HumanRightsViolations ang tawag diyan natatandaan mo yun word na Kill, Kill, Kill si Duterte ang nagsabi niyan siguro naman familiar ka diyan. Pinapanood ko sa TV sa malinaw ang mga mata ko pagupo pa lang niya sa pwesto bilang President binanatan niya ang mga drugs.",Negative
"President Rodrigo Duterte has said that he will run for vice president in 2022, but plans to step down if his daughter seeks the presidency. The Philippine leader has been “sending mixed messages about his plans” for months, writes @dreocalonzo.  https://t.co/di5JVOfKbB",Neutral
"Duterte is using his ""public address to the nation"" for his election campaign. The only sitting president to do so. Pakapalan na ba ng mukha ngayon?",Neutral
"Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/BxPD4gdscn via @Yahoo Murderer Duterte scared UN ICJ will arrest him when he goes into private life. As usual stupid Pinoy voters will vote for him and his clown Bong Go.",Negative
"'I will audit all of government,' says President Duterte.  https://t.co/daoIz6uj21",Neutral
VP Digong! Duterte to run for vice president in 2022  https://t.co/Tlgvba9B7K  https://t.co/pLoyKB995F,Neutral
@inquirerdotnet Did @lenirobredo apply the rule of law when she sent the video of her complaints to the UN during her first year of VPship? Did she apply the rule of law during the ECQ2 when she lured people out for a bag of rice? If duterte dint apply thr rule of law why is he still President?,Negative
"WATCH: President Duterte addresses the nation | Aug 26, 2021  https://t.co/hEvXpHyj0j",Neutral
"WATCH: President Rodrigo Duterte in a recorded speech aired Thursday night, August 26, asks who audits the Commission on Audit. He vows he will do it himself if he becomes vice president.  https://t.co/EXeTxHkLEM",Neutral
"Le président philippin Duterte tente un tour de passe passe ""à la Poutine"" pour contourner la limite stricte des mandants présidentiels : conserver le pouvoir en devenant vice-président et en plaçant un pion fidèle pour maintenir les apparences    https://t.co/onEirnKqUx",Neutral
"@gmanews eto pa headline ng @gmanews : ""President Duterte needs elbow room to manage pandemic response. Corruption is excused because of extra-ordinary circumstances brought about by the pandemic"".  Wala talagang balls 'tong @gmanews or kaalyado din siguro ito.",Neutral
"""Who audits the Commission on Audit?""  COA 'victim' President Duterte says he is up for the task if he becomes vice-president.  Related:  https://t.co/nQSpTZLo2T  https://t.co/Q93ffUTHJe",Negative
"'Huwag ho kayong maniwala sa mga imbestigasyon, imbestigasyon,' says President Duterte to Filipinos.  https://t.co/YtuOQ8Jziu",Neutral
President Duterte reiterates his ‘talk to the people’ mainly shows to the public that government funds are being used wisely.  https://t.co/AfuROPjNZh,Positive
"“Things are clear now, I will run as vice president,” Roque quoted Duterte as saying Wednesday afternoon.  https://t.co/RVbDnlYvme",Positive
"President Rodrigo Duterte on Thursday asked the Commission on Audit to give the government ""elbow room"" to comply with the state auditors' recommendations amid the COVID-19 pandemic.  READ:  https://t.co/oGD8BSLQRE  https://t.co/5B84iDHyKz",Neutral
'POSTURA LANG'  President Duterte takes a swipe at the senators for their inquiries which he said led to nothing.  Both chambers of Congress launched investigations after COA reported 'deficiencies' in some government agency's use of public funds.  More:  https://t.co/ddJYgXHp1a  https://t.co/9Sx8Pw6vVs,Positive
President Duterte lauded tycoon Ramon Ang for his generosity and all the help he has extended to the government especially during the COVID-19 pandemic.   https://t.co/dW35DAM8Xj,Positive
"WATCH: President Rodrigo Duterte in a recorded speech aired late night Thursday, August 26, tells the public to not believe congressional investigations because such investigations do not achieve anything. He says these proceedings are just a whiff and a rigmarole.  https://t.co/MIB0RHYvRm",Neutral
President Duterte says he would be the one to audit all state agencies if he becomes vice president.  https://t.co/DZ5GXu0onV,Neutral
"President Rodrigo Duterte has changed his mind about putting up a gambling house in Boracay Island, adding that it is now necessary to raise government funds.  READ:  https://t.co/q0k391vL1I  https://t.co/1gORkJU1GH",Neutral
"@JaganNKaushik @KishorTrivedi7 @kailashkaushik8 @nilesh_pat @AjitsinhJagirda @ArunDeshpande20 @NmN79621443 @SanskarBarot @Ravisha23624235 @AAshaRathod @chimnibai @Cook_Ricardo @_ankahi @Ravichiruvolu1 @macharajarao @keeranl @Murali76133156 @Savitritvs @Visalmama @FireFly53647402 @Drsunandambal @surewrap @shitul905 @4mSingh @Bhagirath1965 @ResurgentIndia @witnessconscio1 @panditsripathak @raaga31280 @arunp131 @Am_dilip1 @shytigress @Rajesh201963 @nair_hena08 @swetamishraa @neerangautam @sbk1963 @GenPanwar @LoveBharatvarsh The reception that Obama and his staff got was bruising, even by Chinese standards. Adding salt to the injury, the Controversial Filipino President Duterte labelled Obama a son of a bitch. Now Biden a Son of B$@%$",Negative
President Duterte told the public not to believe investigations of the Senate as he reiterated that the government is spending public funds properly.   https://t.co/Nu8aBmUNrO,Neutral
"lies Duterte, hindi mo nga magawang iaudit ngayon na presidente ka, kapag naging vice president ka pa kaya? wag tayo bobohan dito",Negative
"@coldfacedavao Dami niya daw issues accdg. to some friends. He was urged (DAW, please take w/ a grain of salt) to resign from AdDU and transfer back to Manila kaya tahimik na umalis dati. He's also anti-Duterte na even when President Duterte was still mayor.",Positive
"PRESIDENT DUTERTE'S ADDRESS TO THE NATION: HIGHLIGHTS (August 24, 2021)  https://t.co/RQczDSbwGw",Neutral
"If yall happy, then why here in duterte.?",Positive
"President Rodrigo Duterte is pushing through with his plan to run for vice president next year because he has the ""perception"" that his daughter Davao City Mayor Sara Duterte-Carpio is not seeking the presidency, Malacañang said Thursday.  https://t.co/5T5xBq9ICH",Neutral
Ang daming fake sa duterte thread. Hahahahaha,Negative
"Duterte tells COA: Mag-file kayo ng kaso, tignan ninyo ang rate ng conviction ninyo. I will do that if I become vice president. Ako nalang din ang mag-audit sa lahat ng gobyerno. Lahat. Pati yung akin.",Neutral
"Pangulong Duterte kapag naihalal siya bilang bise presidente:   ""I will do that [audit] if I become vice president, ako na lang rin mag-audit sa lahat ng gobyerno, lahat, pati 'yung akin. Mag-umpisa ako sa akin"" |  #DZRHNationwide  https://t.co/hPdXbs4xJ4",Neutral
"Duterte: I will do that if I become vice president. Ako na lang din ang mag-audit sa lahat ng gobyerno, pati akin.",Neutral
"""rule of law has heavily deteriorated under President Rodrigo Duterte’s term.""  Hopefully other professions also follow suit. You wanted a brighter tomorrow then vote wisely.",Positive
"President Rodrigo Duterte says if he wins as vice president, he will be the one to audit all government agencies, including himself.   ""I will do that [audit], ako na lang din mag-audit sa lahat ng gobyerno, pati ‘yung akin. Mag-umpisa ako sa akin,"" he says. | @DYGalvezINQ  https://t.co/ybNNpoTrRU",Positive
"@alexisbromero Duterte says he will audit state agencies if he becomes vice president: Ako na lang din mag-audit sa lahat ng gobyerno, pati ‘yung akin. | @alexisbromero",Neutral
"Duterte says he will be the one to audit government agencies if he becomes vice president: Ako na lang mag-audit sa lahat ng gobyerno, pati 'yung akin @TheManilaTimes",Neutral
"President Rodrigo Duterte Addresses the Nation | August 26, 2021  https://t.co/I2ITg1rdla via @YouTube   #SerbisyongBayanihan #UNTVNewsandRescue",Neutral
Duterte promises he will be the one to audit agencies once elected as vice president.  https://t.co/6vCBNO0jMC,Positive
"Duterte says he will audit state agencies if he becomes vice president: Ako na lang din mag-audit sa lahat ng gobyerno, pati ‘yung akin @PhilippineStar @PhilstarNews",Neutral
Duterte asks chief legal counsel Salvador Panelo: Iyon bang sinasabi mong lahat ng mga mayors na nadaan mo for the past 1 month at nire-report mo dityo at sinasabi gusto nila ako tumakbo ng bise president. Ito ba ay totohanan sa puso nila? Baka pinu-politika ka lang.,Positive
"President Duterte said, “mukhang tatakbo na talaga ako, Sal [Panelo]. Nako-convince na ako.”  This is two days after confirming his political plans. (via News5/Maricel Halili)",Neutral
@argyllcyrus_MB Duterte asks which agency audits COA; volunteers to do the auditing of the government if he is elected as vice president. | @argyllcyrus_MB,Neutral
"Pres. Duterte says if he wins as vice president, he will be the one to audit all government agencies, including himself. @inquirerdotnet",Positive
"The regional party of Davao City Mayor Sara Duterte-Carpio is not interested in teaming her up with her father, President Rodrigo Duterte, or his close associate, Sen. Christopher Lawrence ""Bong"" Go, if she decides on a presidential bid next year.   https://t.co/SjH3zxeFd3",Positive
@manilabulletin Duterte asks which agency audits COA; volunteers to do the auditing of the government if he is elected as vice president. @manilabulletin,Neutral
@DYGalvezINQ @inquirerdotnet There…fixed it: Finance Secretary Carlos Dominguez III assures the Philippines has enough money for COVID-19 vaccines and Duterte’s hair dye: Wala tayong problema sa pera. We have all the money ready to be paid for all these doses and our President’s hair dye. @inquirerdotnet,Positive
"@alexisbromero Duterte: I will do that as vice president, ako na mag audit sa lahat sa gobyerno. | @alexisbromero",Neutral
"Duterte: I will do that as vice president, ako na mag audit sa lahat sa gobyerno @PhilippineStar @PhilstarNews",Neutral
President Rodrigo Duterte said he doesn't hold a grudge against the United States (US). | via @pr1ncegolez   https://t.co/UqaQBYb5wj,Positive
"To fully clean Manila Bay, the government needs a martial rule to prevent temporary restraining orders from hindering its efforts, President Rodrigo Duterte said. | @DYGalvezINQ  https://t.co/9jTP5rySY6",Positive
"@halili_maricel President Duterte said, “mukhang tatakbo na talaga ako, Sal. Nako-convince na ako.” This is 2 days after confirming his political plans.  | via @halili_maricel",Neutral
"President Duterte said, “mukhang tatakbo na talaga ako, Sal. Nako-convince na ako.” This is 2 days after confirming his political plans.",Neutral
@alexisbromero Duterte on calls for him to run for vice president: Mukhang tatakbo na talaga ako... nacoconvince na ako. | @alexisbromero,Neutral
President Rodrigo Duterte compared the controversial dolomite beach in Manila to beautiful women in Boracay as he defended the government's initiatives to overlay the bayside along Manila Bay with crushed dolomite.  READ:  https://t.co/a0La7EW7Tk  https://t.co/8UeMqbBEnE,Positive
Duterte on calls for him to run for vice president: Mukhang tatakbo na talaga ako...nacoconvince na ako  @PhilippineStar @PhilstarNews,Neutral
"Eh di lumabas din ang totoo.  May utang na loob si Duterte sa San Miguel Corporation kaya hindi maharang ang Bulacan Aerotropolis. We sent a letter requesting for veto of the franchise last December, but the Office of the President forwarded our email to DOTr! Wtf! #SaveTaliptip",Negative
"Presidential Spokesman Harry Roque gives updates on the opening of classes.  According to DepEd, President Duterte has chosen September 13 as the opening date for school year 2021-2022.  https://t.co/eUEuJjpti5",Neutral
President Duterte defends the controversial dumping of dolomite for the ‘beautification’ project on Manila Bay.  CONTEXT:  https://t.co/zBDcvwK8F0  https://t.co/hVAmw6koUy,Negative
President Rodrigo Duterte compared the controversial dolomite beach in Manila to beautiful women in Boracay as he defended the DENR initiatives to overlay the bayside along Manila Bay with crushed dolomite. | @zacariansINQ  https://t.co/khPiQ7jJRW,Positive
"President Rodrigo Duterte on Thursday night defended the multimillion-peso project that dumped crushed dolomite on a portion of Manila Bay, saying the result is beautiful.  READ:  https://t.co/jDWVMUfQ0J  https://t.co/xN8B1x19Xv",Negative
Philippines' Duterte says will run for vice president in 2022  https://t.co/nGJ3CNuOOI via @FRANCE24,Neutral
BEAUTIFUL TO THE 👁️👄👁️  President Rodrigo Duterte made this statement defending anew the government's Manila Bay Dolomite rehabilitation project which was heavily criticized by some lawmakers and environmentalists.  https://t.co/LJqo1H41zL,Positive
"@inquirerdotnet Delicadeza dictates that as the current president, Duterte shouldn't run for any public office in 2022.",Neutral
"To quote from the news article: ""Kontra Daya convenor Danilo Arao said although the 1987 Constitution does not prohibit President Duterte from seeking lower elective post, Duterte’s vice presidential run is 'patently unethical.'""  https://t.co/4PhhjR95ZD",Negative
"""Kontra Daya convenor Danilo Arao said although the 1987 Constitution does not prohibit President Duterte from seeking lower elective post, Duterte’s vice presidential run is 'patently unethical.'""  https://t.co/cqXqhSbPOV",Negative
President Rodrigo Duterte on Thursday lauded San Miguel Corp. president Ramon Ang for supporting government programs. | via @pr1ncegolez  https://t.co/LdXtEIhjdt,Positive
"President Rodrigo Duterte Addresses the Nation | August 26, 2021  https://t.co/QvD92xNllw via @YouTube",Neutral
"'PURO POSTURA LANG'  President Rodrigo Duterte has criticized the “posturing” of some senators, calling on the public not to believe their investigations as it only result to nothing—”no recommendation, no charges filed, no persons jailed.”  https://t.co/cIPjKPbVJ7  https://t.co/kMhMRpIQ3t",Negative
Health Secretary Francisco Duque III says more health workers are expected to receive their SRAs following President Duterte’s order for his agency to facilitate the immediate release of front-liners’ benefits.,Positive
San Sebastian Law Dean Rodel Taton blasted President Rodrigo Duterte after spokesperson Harry Roque confirmed his address tonight.  https://t.co/rSUHchY6V2 #AbogadoSnitch  @rodelriddle,Neutral
"'AKO ANG PINAKAHULING TAONG MANLOKO SA INYO.'  President Rodrigo Duterte asks the public to trust him and his administration as he assures that government funds are ""being used properly.""  https://t.co/binN6IME5k",Positive
President Rodrigo Duterte on Thursday assured the public that government funds are spent for the intended purpose and can be fully accounted for. | via @pr1ncegolez  https://t.co/LAXz6AnASj,Positive
President Rodrigo Duterte issued this statement on Thursday night as lawmakers look into the recent report released by the Commission on Audit that flagged fund deficiencies on the Department of Health's P67-B budget for COVID-19 response.  ADDRESS LINK:  https://t.co/kLmVgTxEHo  https://t.co/RjeFoWvWf4,Neutral
"@alexisbromero Duterte: If need be, destroy all houses, at yung mga esteros na ninakaw ng subdivisions, buksan pilitin mo. But this cannot be done in an ordinary day... You need another martial law power for a president someday to do these things. | @alexisbromero",Negative
"Duterte: If need be, destroy all houses, at yung mga esteros na ninakaw ng subdivisions, buksan pilitin mo. But this cannot be done in an ordinary day... You need another martial law power for a president someday to do these things @PhilippineStar @PhilstarNews",Negative
"NOW: President Rodrigo Roa Duterte addresses the nation | August 26, 2021  Watch live:  https://t.co/szMXH8cyx2  #WeHealAsOne #COVID19PH  https://t.co/hm1s4zcWCB",Neutral
"Duterte admits his administration may no longer be able to clear the esteros in Metro Manila before the end of his term: Hindi na 'ko maging presidente, but you need another martial law power for a president someday to do these things. @tribunephl",Positive
"Duterte, while talking about how to fix Metro Manila estero or waterways problem: Alam mo hindi na ako maging presidente, but you need another martial law power for a president someday to do this thing.",Negative
"@LeilasINQ @KAguilarINQ Duterte says this cleanup can't be accomplished in an ordinary day. ""Di na ako maging Presidente, but you need another martial law power for a President someday to do this thing,"" he says. | @LeilasINQ",Negative
"Pres. Duterte says this clean up can't be accomplished in an ordinary day. ""Di na ako maging Presidente, but you need another martial law power for a President someday to do this thing,"" he says.",Positive
Human rights lawyer Sol Taule anticipated that there will be more family issues that will come out in President Rodrigo Duterte’s address tonight.  https://t.co/PSCfykQCHV #AbogadoSnitch  @soltaule,Neutral
"@halili_maricel President Duterte talks about Boracay, Manila bay and estero. | via @halili_maricel",Neutral
"Duterte: Hindi na 'ko maging presidente, but you need another martial law power for a president someday to do these things @TheManilaTimes",Neutral
"President Duterte talks about Boracay, Manila bay, and estero. (via News5/Maricel Halili)",Neutral
"President Rodrigo Duterte Addresses the Nation | August 26, 2021 WATCH:  https://t.co/jCtCRM90nd  https://t.co/rAILwkG58q",Neutral
"President Duterte talks about Boracay, Manila bay and estero.",Neutral
"Duterte: Ako, Presidente ninyo, you trusted me. You voted for me. I will be the last person, ako ang pinakahuling taong magloko sa inyo. As president, patayin niyo ako kung ako'y nagkamali o nagsinungaling. @tribunephl",Positive
[THREAD] President Duterte holds his second public address this week. | Screengrab from PTV @tribunephl  https://t.co/BCObYf8Lv6,Neutral
"President Rodrigo Duterte addresses the nation | August 26, 2021  https://t.co/oDicOs3xXy via @YouTube",Neutral
"Sounds like Duterte wants to become Philippines's Putin.   Duterte announces plan to run for vice president of Philippines, in potential blow to US  https://t.co/QtxUffKWMJ via @Yahoo",Positive
The pre-recorded talk of President Duterte is now streaming. This is the second public address of the President and his cabinet officials this week. (via @News5PH/@halili_maricel)  https://t.co/zzc7nxmjnW  https://t.co/Z3axtioBb8,Neutral
"@MiaMagdalena How can you know that the next president is unfit when the election is still in 2022? Ah, that means u are already conceding that another duterte will win in 2022. Good for u😂😂😂",Positive
"LIVE | President Duterte’s “Talk to the People” (August 26, 2021)  https://t.co/v839m4Sbnw",Neutral
"President Duterte: "" Boracay is a forest land, pero nalaman ko nakakuha ng lupa si ex Asso.Justice Carpio sa isla"" @AbanteNews",Neutral
HAPPENING NOW: President Rodrigo Duterte holds his regular Talk to the People. | via @RuthAbbey  https://t.co/QP4k1q8I4o,Neutral
"Duterte: Ako president ninyo. You trusted me, you voted for me so that I will be the last person mangloko sa inyo.",Positive
@pnagovph Environment Secretary Roy Cimatu presents to President Duterte the accomplishments of his agency.,Neutral
Thank President Duterte,Positive
President Rodrigo Roa Duterte meets with several Cabinet members for the second time this week to discuss various issues of national concern and the latest government actions in response to the Coronavirus Disease 2019 (COVID-19) situation in the country.   https://t.co/foxLxtE2q6  https://t.co/PwKRRtVZmo,Neutral
Cebu lawyer killed  https://t.co/AxpEhJ4BC5  https://t.co/KIocxFHTsc,Negative
@IskoMoreno  mabuti nman Ok ka na.. Totoo bang hindi na mag kakavaccine ng mga Branded like Pfzer or Modern etc... Ang Maynila..dahil napulitika ka or galit  syo President Duterte??  Puro dw Sinovac na lng dw??😢 Naku nman sana hindi totoo🙏🙏,Positive
